datetime,respondent_code,respondent_name,demand_value,units
2024-10-31 19:00:00,NE,New England,10832.0,megawatthours
2024-10-31 19:00:00,NE,New England,11470.0,megawatthours
2024-10-31 19:00:00,NE,New England,11267.0,megawatthours
2024-10-31 20:00:00,NE,New England,-1050.0,megawatthours
2024-10-31 20:00:00,NE,New England,11177.0,megawatthours
2024-10-31 20:00:00,NE,New England,12430.0,megawatthours
2024-10-31 20:00:00,NE,New England,12227.0,megawatthours
2024-10-31 21:00:00,NE,New England,13121.0,megawatthours
2024-10-31 21:00:00,NE,New England,12289.0,megawatthours
2024-10-31 21:00:00,NE,New England,-832.0,megawatthours
2024-10-31 21:00:00,NE,New England,13560.0,megawatthours
2024-10-31 22:00:00,NE,New England,-1045.0,megawatthours
2024-10-31 22:00:00,NE,New England,12597.0,megawatthours
2024-10-31 22:00:00,NE,New England,14370.0,megawatthours
2024-10-31 22:00:00,NE,New England,13642.0,megawatthours
2024-10-31 23:00:00,NE,New England,-1158.0,megawatthours
2024-10-31 23:00:00,NE,New England,12349.0,megawatthours
2024-10-31 23:00:00,NE,New England,13450.0,megawatthours
2024-10-31 23:00:00,NE,New England,13507.0,megawatthours
2024-11-01 00:00:00,NE,New England,-1050.0,megawatthours
2024-11-01 00:00:00,NE,New England,12102.0,megawatthours
2024-11-01 00:00:00,NE,New England,13190.0,megawatthours
2024-11-01 00:00:00,NE,New England,13152.0,megawatthours
