date,region,type_name,sum,mean,min,max
2024-09-16T02,PJM,Hydro,666.0,666.0,666.0,666.0
2024-09-16T02,PJM,Natural Gas,49273.0,49273.0,49273.0,49273.0
2024-09-16T02,PJM,Nuclear,31215.0,31215.0,31215.0,31215.0
2024-09-16T02,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-16T02,PJM,Wind,2520.0,2520.0,2520.0,2520.0
2024-09-16T03,MISO,Coal,24035.0,24035.0,24035.0,24035.0
2024-09-16T03,MISO,Hydro,577.0,577.0,577.0,577.0
2024-09-16T03,MISO,Natural Gas,30690.0,30690.0,30690.0,30690.0
2024-09-16T03,MISO,Nuclear,11481.0,11481.0,11481.0,11481.0
2024-09-16T03,MISO,Wind,10887.0,10887.0,10887.0,10887.0
2024-09-16T03,PJM,Coal,10298.0,10298.0,10298.0,10298.0
2024-09-16T03,PJM,Hydro,251.0,251.0,251.0,251.0
2024-09-16T03,PJM,Natural Gas,45315.0,45315.0,45315.0,45315.0
2024-09-16T03,PJM,Nuclear,31180.0,31180.0,31180.0,31180.0
2024-09-16T03,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-16T03,PJM,Wind,2784.0,2784.0,2784.0,2784.0
2024-09-16T04,MISO,Coal,21380.0,21380.0,21380.0,21380.0
2024-09-16T04,MISO,Hydro,413.0,413.0,413.0,413.0
2024-09-16T04,MISO,Natural Gas,27419.0,27419.0,27419.0,27419.0
2024-09-16T04,MISO,Nuclear,11485.0,11485.0,11485.0,11485.0
2024-09-16T04,MISO,Wind,12120.0,12120.0,12120.0,12120.0
2024-09-16T04,PJM,Coal,10342.0,10342.0,10342.0,10342.0
2024-09-16T04,PJM,Hydro,185.0,185.0,185.0,185.0
2024-09-16T04,PJM,Natural Gas,40844.0,40844.0,40844.0,40844.0
2024-09-16T04,PJM,Nuclear,30970.0,30970.0,30970.0,30970.0
2024-09-16T04,PJM,Solar,44.0,44.0,44.0,44.0
2024-09-16T04,PJM,Wind,3925.0,3925.0,3925.0,3925.0
2024-09-16T05,MISO,Coal,19703.0,19703.0,19703.0,19703.0
2024-09-16T05,MISO,Hydro,454.0,454.0,454.0,454.0
2024-09-16T05,MISO,Natural Gas,25532.0,25532.0,25532.0,25532.0
2024-09-16T05,MISO,Nuclear,11486.0,11486.0,11486.0,11486.0
2024-09-16T05,MISO,Wind,12544.0,12544.0,12544.0,12544.0
2024-09-16T05,PJM,Coal,8650.0,8650.0,8650.0,8650.0
2024-09-16T05,PJM,Hydro,173.0,173.0,173.0,173.0
2024-09-16T05,PJM,Natural Gas,40996.0,40996.0,40996.0,40996.0
2024-09-16T05,PJM,Nuclear,31032.0,31032.0,31032.0,31032.0
2024-09-16T05,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-16T05,PJM,Wind,2769.0,2769.0,2769.0,2769.0
2024-09-16T06,MISO,Coal,17381.0,17381.0,17381.0,17381.0
2024-09-16T06,MISO,Hydro,453.0,453.0,453.0,453.0
2024-09-16T06,MISO,Natural Gas,22985.0,22985.0,22985.0,22985.0
2024-09-16T06,MISO,Nuclear,11487.0,11487.0,11487.0,11487.0
2024-09-16T06,MISO,Solar,4.0,4.0,4.0,4.0
2024-09-16T06,MISO,Wind,13188.0,13188.0,13188.0,13188.0
2024-09-16T06,PJM,Coal,7918.0,7918.0,7918.0,7918.0
2024-09-16T06,PJM,Hydro,173.0,173.0,173.0,173.0
2024-09-16T06,PJM,Natural Gas,39737.0,39737.0,39737.0,39737.0
2024-09-16T06,PJM,Nuclear,31255.0,31255.0,31255.0,31255.0
2024-09-16T06,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-16T06,PJM,Wind,2360.0,2360.0,2360.0,2360.0
2024-09-16T07,MISO,Coal,15882.0,15882.0,15882.0,15882.0
2024-09-16T07,MISO,Hydro,432.0,432.0,432.0,432.0
2024-09-16T07,MISO,Natural Gas,21368.0,21368.0,21368.0,21368.0
2024-09-16T07,MISO,Nuclear,11491.0,11491.0,11491.0,11491.0
2024-09-16T07,MISO,Solar,4.0,4.0,4.0,4.0
2024-09-16T07,MISO,Wind,13488.0,13488.0,13488.0,13488.0
2024-09-16T07,PJM,Coal,7782.0,7782.0,7782.0,7782.0
2024-09-16T07,PJM,Hydro,170.0,170.0,170.0,170.0
2024-09-16T07,PJM,Natural Gas,38930.0,38930.0,38930.0,38930.0
2024-09-16T07,PJM,Nuclear,31302.0,31302.0,31302.0,31302.0
2024-09-16T07,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-16T07,PJM,Wind,1805.0,1805.0,1805.0,1805.0
2024-09-16T08,MISO,Coal,15615.0,15615.0,15615.0,15615.0
2024-09-16T08,MISO,Hydro,434.0,434.0,434.0,434.0
2024-09-16T08,MISO,Natural Gas,20894.0,20894.0,20894.0,20894.0
2024-09-16T08,MISO,Nuclear,11493.0,11493.0,11493.0,11493.0
2024-09-16T08,MISO,Solar,4.0,4.0,4.0,4.0
2024-09-16T08,MISO,Wind,12354.0,12354.0,12354.0,12354.0
2024-09-16T08,PJM,Coal,7738.0,7738.0,7738.0,7738.0
2024-09-16T08,PJM,Hydro,172.0,172.0,172.0,172.0
2024-09-16T08,PJM,Natural Gas,39070.0,39070.0,39070.0,39070.0
2024-09-16T08,PJM,Nuclear,31316.0,31316.0,31316.0,31316.0
2024-09-16T08,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-16T08,PJM,Wind,1641.0,1641.0,1641.0,1641.0
2024-09-16T09,MISO,Coal,15766.0,15766.0,15766.0,15766.0
2024-09-16T09,MISO,Hydro,433.0,433.0,433.0,433.0
2024-09-16T09,MISO,Natural Gas,21807.0,21807.0,21807.0,21807.0
2024-09-16T09,MISO,Nuclear,11493.0,11493.0,11493.0,11493.0
2024-09-16T09,MISO,Solar,4.0,4.0,4.0,4.0
2024-09-16T09,MISO,Wind,10927.0,10927.0,10927.0,10927.0
2024-09-16T09,PJM,Coal,8094.0,8094.0,8094.0,8094.0
2024-09-16T09,PJM,Hydro,216.0,216.0,216.0,216.0
2024-09-16T09,PJM,Natural Gas,41698.0,41698.0,41698.0,41698.0
2024-09-16T09,PJM,Nuclear,31334.0,31334.0,31334.0,31334.0
2024-09-16T09,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-16T09,PJM,Wind,1367.0,1367.0,1367.0,1367.0
2024-09-16T10,MISO,Coal,16428.0,16428.0,16428.0,16428.0
2024-09-16T10,MISO,Hydro,434.0,434.0,434.0,434.0
2024-09-16T10,MISO,Natural Gas,23493.0,23493.0,23493.0,23493.0
2024-09-16T10,MISO,Nuclear,11490.0,11490.0,11490.0,11490.0
2024-09-16T10,MISO,Solar,4.0,4.0,4.0,4.0
2024-09-16T10,MISO,Wind,9649.0,9649.0,9649.0,9649.0
2024-09-16T10,PJM,Coal,8634.0,8634.0,8634.0,8634.0
2024-09-16T10,PJM,Hydro,211.0,211.0,211.0,211.0
2024-09-16T10,PJM,Natural Gas,43388.0,43388.0,43388.0,43388.0
2024-09-16T10,PJM,Nuclear,31337.0,31337.0,31337.0,31337.0
2024-09-16T10,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-16T10,PJM,Wind,1204.0,1204.0,1204.0,1204.0
2024-09-16T11,MISO,Coal,18096.0,18096.0,18096.0,18096.0
2024-09-16T11,MISO,Hydro,428.0,428.0,428.0,428.0
2024-09-16T11,MISO,Natural Gas,26388.0,26388.0,26388.0,26388.0
2024-09-16T11,MISO,Nuclear,11493.0,11493.0,11493.0,11493.0
2024-09-16T11,MISO,Solar,4.0,4.0,4.0,4.0
2024-09-16T11,MISO,Wind,8691.0,8691.0,8691.0,8691.0
2024-09-16T11,PJM,Coal,9431.0,9431.0,9431.0,9431.0
2024-09-16T11,PJM,Hydro,233.0,233.0,233.0,233.0
2024-09-16T11,PJM,Natural Gas,45457.0,45457.0,45457.0,45457.0
2024-09-16T11,PJM,Nuclear,31335.0,31335.0,31335.0,31335.0
2024-09-16T11,PJM,Solar,147.0,147.0,147.0,147.0
2024-09-16T11,PJM,Wind,1263.0,1263.0,1263.0,1263.0
2024-09-16T12,MISO,Coal,20612.0,20612.0,20612.0,20612.0
2024-09-16T12,MISO,Hydro,387.0,387.0,387.0,387.0
2024-09-16T12,MISO,Natural Gas,28653.0,28653.0,28653.0,28653.0
2024-09-16T12,MISO,Nuclear,11488.0,11488.0,11488.0,11488.0
2024-09-16T12,MISO,Solar,11.0,11.0,11.0,11.0
2024-09-16T12,MISO,Wind,7715.0,7715.0,7715.0,7715.0
2024-09-16T12,PJM,Coal,9598.0,9598.0,9598.0,9598.0
2024-09-16T12,PJM,Hydro,231.0,231.0,231.0,231.0
2024-09-16T12,PJM,Natural Gas,46821.0,46821.0,46821.0,46821.0
2024-09-16T12,PJM,Nuclear,31360.0,31360.0,31360.0,31360.0
2024-09-16T12,PJM,Solar,2064.0,2064.0,2064.0,2064.0
2024-09-16T12,PJM,Wind,1262.0,1262.0,1262.0,1262.0
2024-09-16T13,MISO,Coal,20330.0,20330.0,20330.0,20330.0
2024-09-16T13,MISO,Hydro,377.0,377.0,377.0,377.0
2024-09-16T13,MISO,Natural Gas,28636.0,28636.0,28636.0,28636.0
2024-09-16T13,MISO,Nuclear,11492.0,11492.0,11492.0,11492.0
2024-09-16T13,MISO,Solar,856.0,856.0,856.0,856.0
2024-09-16T13,MISO,Wind,7298.0,7298.0,7298.0,7298.0
2024-09-16T13,PJM,Coal,9570.0,9570.0,9570.0,9570.0
2024-09-16T13,PJM,Hydro,228.0,228.0,228.0,228.0
2024-09-16T13,PJM,Natural Gas,45120.0,45120.0,45120.0,45120.0
2024-09-16T13,PJM,Nuclear,31384.0,31384.0,31384.0,31384.0
2024-09-16T13,PJM,Solar,4123.0,4123.0,4123.0,4123.0
2024-09-16T13,PJM,Wind,1086.0,1086.0,1086.0,1086.0
2024-09-16T14,MISO,Coal,21349.0,21349.0,21349.0,21349.0
2024-09-16T14,MISO,Hydro,376.0,376.0,376.0,376.0
2024-09-16T14,MISO,Natural Gas,29555.0,29555.0,29555.0,29555.0
2024-09-16T14,MISO,Nuclear,11487.0,11487.0,11487.0,11487.0
2024-09-16T14,MISO,Solar,3265.0,3265.0,3265.0,3265.0
2024-09-16T14,MISO,Wind,6007.0,6007.0,6007.0,6007.0
2024-09-16T14,PJM,Coal,10030.0,10030.0,10030.0,10030.0
2024-09-16T14,PJM,Hydro,292.0,292.0,292.0,292.0
2024-09-16T14,PJM,Natural Gas,48540.0,48540.0,48540.0,48540.0
2024-09-16T14,PJM,Nuclear,31479.0,31479.0,31479.0,31479.0
2024-09-16T14,PJM,Solar,4527.0,4527.0,4527.0,4527.0
2024-09-16T14,PJM,Wind,665.0,665.0,665.0,665.0
2024-09-16T15,MISO,Coal,22350.0,22350.0,22350.0,22350.0
2024-09-16T15,MISO,Hydro,366.0,366.0,366.0,366.0
2024-09-16T15,MISO,Natural Gas,31429.0,31429.0,31429.0,31429.0
2024-09-16T15,MISO,Nuclear,11485.0,11485.0,11485.0,11485.0
2024-09-16T15,MISO,Solar,4666.0,4666.0,4666.0,4666.0
2024-09-16T15,MISO,Wind,4107.0,4107.0,4107.0,4107.0
2024-09-16T15,PJM,Coal,10460.0,10460.0,10460.0,10460.0
2024-09-16T15,PJM,Hydro,257.0,257.0,257.0,257.0
2024-09-16T15,PJM,Natural Gas,49161.0,49161.0,49161.0,49161.0
2024-09-16T15,PJM,Nuclear,31468.0,31468.0,31468.0,31468.0
2024-09-16T15,PJM,Solar,4731.0,4731.0,4731.0,4731.0
2024-09-16T15,PJM,Wind,537.0,537.0,537.0,537.0
2024-09-16T16,MISO,Coal,23631.0,23631.0,23631.0,23631.0
2024-09-16T16,MISO,Hydro,394.0,394.0,394.0,394.0
2024-09-16T16,MISO,Natural Gas,33762.0,33762.0,33762.0,33762.0
2024-09-16T16,MISO,Nuclear,11486.0,11486.0,11486.0,11486.0
2024-09-16T16,MISO,Solar,5319.0,5319.0,5319.0,5319.0
2024-09-16T16,MISO,Wind,4002.0,4002.0,4002.0,4002.0
2024-09-16T16,PJM,Coal,10680.0,10680.0,10680.0,10680.0
2024-09-16T16,PJM,Hydro,1290.0,1290.0,1290.0,1290.0
2024-09-16T16,PJM,Natural Gas,51047.0,51047.0,51047.0,51047.0
2024-09-16T16,PJM,Nuclear,31481.0,31481.0,31481.0,31481.0
2024-09-16T16,PJM,Solar,4667.0,4667.0,4667.0,4667.0
2024-09-16T16,PJM,Wind,556.0,556.0,556.0,556.0
2024-09-16T17,MISO,Coal,25119.0,25119.0,25119.0,25119.0
2024-09-16T17,MISO,Hydro,468.0,468.0,468.0,468.0
2024-09-16T17,MISO,Natural Gas,36485.0,36485.0,36485.0,36485.0
2024-09-16T17,MISO,Nuclear,11477.0,11477.0,11477.0,11477.0
2024-09-16T17,MISO,Solar,5489.0,5489.0,5489.0,5489.0
2024-09-16T17,MISO,Wind,4832.0,4832.0,4832.0,4832.0
2024-09-16T17,PJM,Coal,11189.0,11189.0,11189.0,11189.0
2024-09-16T17,PJM,Hydro,2948.0,2948.0,2948.0,2948.0
2024-09-16T17,PJM,Natural Gas,53718.0,53718.0,53718.0,53718.0
2024-09-16T17,PJM,Nuclear,31385.0,31385.0,31385.0,31385.0
2024-09-16T17,PJM,Solar,4382.0,4382.0,4382.0,4382.0
2024-09-16T17,PJM,Wind,879.0,879.0,879.0,879.0
2024-09-16T18,MISO,Coal,26156.0,26156.0,26156.0,26156.0
2024-09-16T18,MISO,Hydro,1323.0,1323.0,1323.0,1323.0
2024-09-16T18,MISO,Natural Gas,37944.0,37944.0,37944.0,37944.0
2024-09-16T18,MISO,Nuclear,11471.0,11471.0,11471.0,11471.0
2024-09-16T18,MISO,Solar,5232.0,5232.0,5232.0,5232.0
2024-09-16T18,MISO,Wind,5194.0,5194.0,5194.0,5194.0
2024-09-16T18,PJM,Coal,11302.0,11302.0,11302.0,11302.0
2024-09-16T18,PJM,Hydro,3457.0,3457.0,3457.0,3457.0
2024-09-16T18,PJM,Natural Gas,55515.0,55515.0,55515.0,55515.0
2024-09-16T18,PJM,Nuclear,31418.0,31418.0,31418.0,31418.0
2024-09-16T18,PJM,Solar,4236.0,4236.0,4236.0,4236.0
2024-09-16T18,PJM,Wind,790.0,790.0,790.0,790.0
2024-09-16T19,MISO,Coal,27202.0,27202.0,27202.0,27202.0
2024-09-16T19,MISO,Hydro,2354.0,2354.0,2354.0,2354.0
2024-09-16T19,MISO,Natural Gas,38778.0,38778.0,38778.0,38778.0
2024-09-16T19,MISO,Nuclear,11465.0,11465.0,11465.0,11465.0
2024-09-16T19,MISO,Solar,5006.0,5006.0,5006.0,5006.0
2024-09-16T19,MISO,Wind,5573.0,5573.0,5573.0,5573.0
2024-09-16T19,PJM,Coal,11751.0,11751.0,11751.0,11751.0
2024-09-16T19,PJM,Hydro,3607.0,3607.0,3607.0,3607.0
2024-09-16T19,PJM,Natural Gas,56566.0,56566.0,56566.0,56566.0
2024-09-16T19,PJM,Nuclear,31457.0,31457.0,31457.0,31457.0
2024-09-16T19,PJM,Solar,3952.0,3952.0,3952.0,3952.0
2024-09-16T19,PJM,Wind,809.0,809.0,809.0,809.0
2024-09-16T20,MISO,Coal,27335.0,27335.0,27335.0,27335.0
2024-09-16T20,MISO,Hydro,2770.0,2770.0,2770.0,2770.0
2024-09-16T20,MISO,Natural Gas,39380.0,39380.0,39380.0,39380.0
2024-09-16T20,MISO,Nuclear,11466.0,11466.0,11466.0,11466.0
2024-09-16T20,MISO,Solar,5137.0,5137.0,5137.0,5137.0
2024-09-16T20,MISO,Wind,6633.0,6633.0,6633.0,6633.0
2024-09-16T20,PJM,Coal,11723.0,11723.0,11723.0,11723.0
2024-09-16T20,PJM,Hydro,4150.0,4150.0,4150.0,4150.0
2024-09-16T20,PJM,Natural Gas,57750.0,57750.0,57750.0,57750.0
2024-09-16T20,PJM,Nuclear,31470.0,31470.0,31470.0,31470.0
2024-09-16T20,PJM,Solar,3450.0,3450.0,3450.0,3450.0
2024-09-16T20,PJM,Wind,792.0,792.0,792.0,792.0
2024-09-16T21,MISO,Coal,27941.0,27941.0,27941.0,27941.0
2024-09-16T21,MISO,Hydro,2993.0,2993.0,2993.0,2993.0
2024-09-16T21,MISO,Natural Gas,40200.0,40200.0,40200.0,40200.0
2024-09-16T21,MISO,Nuclear,11456.0,11456.0,11456.0,11456.0
2024-09-16T21,MISO,Solar,4901.0,4901.0,4901.0,4901.0
2024-09-16T21,MISO,Wind,7304.0,7304.0,7304.0,7304.0
2024-09-16T21,PJM,Coal,12263.0,12263.0,12263.0,12263.0
2024-09-16T21,PJM,Hydro,4287.0,4287.0,4287.0,4287.0
2024-09-16T21,PJM,Natural Gas,58492.0,58492.0,58492.0,58492.0
2024-09-16T21,PJM,Nuclear,31457.0,31457.0,31457.0,31457.0
2024-09-16T21,PJM,Solar,2823.0,2823.0,2823.0,2823.0
2024-09-16T21,PJM,Wind,858.0,858.0,858.0,858.0
2024-09-16T22,MISO,Coal,27312.0,27312.0,27312.0,27312.0
2024-09-16T22,MISO,Hydro,2959.0,2959.0,2959.0,2959.0
2024-09-16T22,MISO,Natural Gas,39949.0,39949.0,39949.0,39949.0
2024-09-16T22,MISO,Nuclear,11448.0,11448.0,11448.0,11448.0
2024-09-16T22,MISO,Solar,4544.0,4544.0,4544.0,4544.0
2024-09-16T22,MISO,Wind,8192.0,8192.0,8192.0,8192.0
2024-09-16T22,PJM,Coal,12287.0,12287.0,12287.0,12287.0
2024-09-16T22,PJM,Hydro,4719.0,4719.0,4719.0,4719.0
2024-09-16T22,PJM,Natural Gas,58485.0,58485.0,58485.0,58485.0
2024-09-16T22,PJM,Nuclear,31476.0,31476.0,31476.0,31476.0
2024-09-16T22,PJM,Solar,1258.0,1258.0,1258.0,1258.0
2024-09-16T22,PJM,Wind,1026.0,1026.0,1026.0,1026.0
2024-09-16T23,MISO,Coal,27388.0,27388.0,27388.0,27388.0
2024-09-16T23,MISO,Hydro,2804.0,2804.0,2804.0,2804.0
2024-09-16T23,MISO,Natural Gas,40749.0,40749.0,40749.0,40749.0
2024-09-16T23,MISO,Nuclear,11448.0,11448.0,11448.0,11448.0
2024-09-16T23,MISO,Solar,2902.0,2902.0,2902.0,2902.0
2024-09-16T23,MISO,Wind,8121.0,8121.0,8121.0,8121.0
2024-09-16T23,PJM,Coal,12195.0,12195.0,12195.0,12195.0
2024-09-16T23,PJM,Hydro,4582.0,4582.0,4582.0,4582.0
2024-09-16T23,PJM,Natural Gas,58670.0,58670.0,58670.0,58670.0
2024-09-16T23,PJM,Nuclear,31487.0,31487.0,31487.0,31487.0
2024-09-16T23,PJM,Solar,82.0,82.0,82.0,82.0
2024-09-16T23,PJM,Wind,1246.0,1246.0,1246.0,1246.0
2024-09-17T00,MISO,Coal,27338.0,27338.0,27338.0,27338.0
2024-09-17T00,MISO,Hydro,2715.0,2715.0,2715.0,2715.0
2024-09-17T00,MISO,Natural Gas,40675.0,40675.0,40675.0,40675.0
2024-09-17T00,MISO,Nuclear,11445.0,11445.0,11445.0,11445.0
2024-09-17T00,MISO,Solar,794.0,794.0,794.0,794.0
2024-09-17T00,MISO,Wind,7843.0,7843.0,7843.0,7843.0
2024-09-17T00,PJM,Coal,12516.0,12516.0,12516.0,12516.0
2024-09-17T00,PJM,Hydro,3461.0,3461.0,3461.0,3461.0
2024-09-17T00,PJM,Natural Gas,56609.0,56609.0,56609.0,56609.0
2024-09-17T00,PJM,Nuclear,31486.0,31486.0,31486.0,31486.0
2024-09-17T00,PJM,Wind,1720.0,1720.0,1720.0,1720.0
2024-09-17T01,MISO,Coal,26873.0,26873.0,26873.0,26873.0
2024-09-17T01,MISO,Hydro,2046.0,2046.0,2046.0,2046.0
2024-09-17T01,MISO,Natural Gas,38981.0,38981.0,38981.0,38981.0
2024-09-17T01,MISO,Nuclear,11448.0,11448.0,11448.0,11448.0
2024-09-17T01,MISO,Solar,47.0,47.0,47.0,47.0
2024-09-17T01,MISO,Wind,9325.0,9325.0,9325.0,9325.0
2024-09-17T01,PJM,Coal,11929.0,11929.0,11929.0,11929.0
2024-09-17T01,PJM,Hydro,1182.0,1182.0,1182.0,1182.0
2024-09-17T01,PJM,Natural Gas,53513.0,53513.0,53513.0,53513.0
2024-09-17T01,PJM,Nuclear,31510.0,31510.0,31510.0,31510.0
2024-09-17T01,PJM,Wind,2222.0,2222.0,2222.0,2222.0
2024-09-17T02,MISO,Coal,25620.0,25620.0,25620.0,25620.0
2024-09-17T02,MISO,Hydro,814.0,814.0,814.0,814.0
2024-09-17T02,MISO,Natural Gas,35632.0,35632.0,35632.0,35632.0
2024-09-17T02,MISO,Nuclear,11446.0,11446.0,11446.0,11446.0
2024-09-17T02,MISO,Solar,41.0,41.0,41.0,41.0
2024-09-17T02,MISO,Wind,12154.0,12154.0,12154.0,12154.0
2024-09-17T02,PJM,Coal,10760.0,10760.0,10760.0,10760.0
2024-09-17T02,PJM,Hydro,262.0,262.0,262.0,262.0
2024-09-17T02,PJM,Natural Gas,48606.0,48606.0,48606.0,48606.0
2024-09-17T02,PJM,Nuclear,31504.0,31504.0,31504.0,31504.0
2024-09-17T02,PJM,Wind,2678.0,2678.0,2678.0,2678.0
2024-09-17T03,MISO,Coal,24210.0,24210.0,24210.0,24210.0
2024-09-17T03,MISO,Hydro,377.0,377.0,377.0,377.0
2024-09-17T03,MISO,Natural Gas,31420.0,31420.0,31420.0,31420.0
2024-09-17T03,MISO,Nuclear,11449.0,11449.0,11449.0,11449.0
2024-09-17T03,MISO,Solar,40.0,40.0,40.0,40.0
2024-09-17T03,MISO,Wind,13350.0,13350.0,13350.0,13350.0
2024-09-17T03,PJM,Coal,10174.0,10174.0,10174.0,10174.0
2024-09-17T03,PJM,Hydro,209.0,209.0,209.0,209.0
2024-09-17T03,PJM,Natural Gas,45671.0,45671.0,45671.0,45671.0
2024-09-17T03,PJM,Nuclear,31463.0,31463.0,31463.0,31463.0
2024-09-17T03,PJM,Wind,2759.0,2759.0,2759.0,2759.0
2024-09-17T04,MISO,Coal,22317.0,22317.0,22317.0,22317.0
2024-09-17T04,MISO,Hydro,360.0,360.0,360.0,360.0
2024-09-17T04,MISO,Natural Gas,28049.0,28049.0,28049.0,28049.0
2024-09-17T04,MISO,Nuclear,11450.0,11450.0,11450.0,11450.0
2024-09-17T04,MISO,Solar,40.0,40.0,40.0,40.0
2024-09-17T04,MISO,Wind,13799.0,13799.0,13799.0,13799.0
2024-09-17T04,PJM,Coal,9468.0,9468.0,9468.0,9468.0
2024-09-17T04,PJM,Hydro,175.0,175.0,175.0,175.0
2024-09-17T04,PJM,Natural Gas,41943.0,41943.0,41943.0,41943.0
2024-09-17T04,PJM,Nuclear,30914.0,30914.0,30914.0,30914.0
2024-09-17T04,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-17T04,PJM,Wind,2868.0,2868.0,2868.0,2868.0
2024-09-17T05,MISO,Coal,20456.0,20456.0,20456.0,20456.0
2024-09-17T05,MISO,Hydro,334.0,334.0,334.0,334.0
2024-09-17T05,MISO,Natural Gas,25326.0,25326.0,25326.0,25326.0
2024-09-17T05,MISO,Nuclear,11448.0,11448.0,11448.0,11448.0
2024-09-17T05,MISO,Solar,40.0,40.0,40.0,40.0
2024-09-17T05,MISO,Wind,14740.0,14740.0,14740.0,14740.0
2024-09-17T05,PJM,Coal,8855.0,8855.0,8855.0,8855.0
2024-09-17T05,PJM,Hydro,174.0,174.0,174.0,174.0
2024-09-17T05,PJM,Natural Gas,40684.0,40684.0,40684.0,40684.0
2024-09-17T05,PJM,Nuclear,31486.0,31486.0,31486.0,31486.0
2024-09-17T05,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-17T05,PJM,Wind,3096.0,3096.0,3096.0,3096.0
2024-09-17T06,MISO,Coal,17815.0,17815.0,17815.0,17815.0
2024-09-17T06,MISO,Hydro,330.0,330.0,330.0,330.0
2024-09-17T06,MISO,Natural Gas,23212.0,23212.0,23212.0,23212.0
2024-09-17T06,MISO,Nuclear,11448.0,11448.0,11448.0,11448.0
2024-09-17T06,MISO,Solar,40.0,40.0,40.0,40.0
2024-09-17T06,MISO,Wind,14912.0,14912.0,14912.0,14912.0
2024-09-17T06,PJM,Coal,8394.0,8394.0,8394.0,8394.0
2024-09-17T06,PJM,Hydro,179.0,179.0,179.0,179.0
2024-09-17T06,PJM,Natural Gas,38904.0,38904.0,38904.0,38904.0
2024-09-17T06,PJM,Nuclear,31517.0,31517.0,31517.0,31517.0
2024-09-17T06,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-17T06,PJM,Wind,2889.0,2889.0,2889.0,2889.0
2024-09-17T07,MISO,Coal,16508.0,16508.0,16508.0,16508.0
2024-09-17T07,MISO,Hydro,318.0,318.0,318.0,318.0
2024-09-17T07,MISO,Natural Gas,22309.0,22309.0,22309.0,22309.0
2024-09-17T07,MISO,Nuclear,11453.0,11453.0,11453.0,11453.0
2024-09-17T07,MISO,Solar,39.0,39.0,39.0,39.0
2024-09-17T07,MISO,Wind,14390.0,14390.0,14390.0,14390.0
2024-09-17T07,PJM,Coal,8198.0,8198.0,8198.0,8198.0
2024-09-17T07,PJM,Hydro,179.0,179.0,179.0,179.0
2024-09-17T07,PJM,Natural Gas,38145.0,38145.0,38145.0,38145.0
2024-09-17T07,PJM,Nuclear,31564.0,31564.0,31564.0,31564.0
2024-09-17T07,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-17T07,PJM,Wind,2285.0,2285.0,2285.0,2285.0
2024-09-17T08,MISO,Coal,15841.0,15841.0,15841.0,15841.0
2024-09-17T08,MISO,Hydro,317.0,317.0,317.0,317.0
2024-09-17T08,MISO,Natural Gas,22041.0,22041.0,22041.0,22041.0
2024-09-17T08,MISO,Nuclear,11460.0,11460.0,11460.0,11460.0
2024-09-17T08,MISO,Solar,39.0,39.0,39.0,39.0
2024-09-17T08,MISO,Wind,13523.0,13523.0,13523.0,13523.0
2024-09-17T08,PJM,Coal,8086.0,8086.0,8086.0,8086.0
2024-09-17T08,PJM,Hydro,179.0,179.0,179.0,179.0
2024-09-17T08,PJM,Natural Gas,39044.0,39044.0,39044.0,39044.0
2024-09-17T08,PJM,Nuclear,31461.0,31461.0,31461.0,31461.0
2024-09-17T08,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-17T08,PJM,Wind,1863.0,1863.0,1863.0,1863.0
2024-09-17T09,MISO,Coal,16075.0,16075.0,16075.0,16075.0
2024-09-17T09,MISO,Hydro,303.0,303.0,303.0,303.0
2024-09-17T09,MISO,Natural Gas,21868.0,21868.0,21868.0,21868.0
2024-09-17T09,MISO,Nuclear,11465.0,11465.0,11465.0,11465.0
2024-09-17T09,MISO,Solar,39.0,39.0,39.0,39.0
2024-09-17T09,MISO,Wind,12705.0,12705.0,12705.0,12705.0
2024-09-17T09,PJM,Coal,8426.0,8426.0,8426.0,8426.0
2024-09-17T09,PJM,Hydro,179.0,179.0,179.0,179.0
2024-09-17T09,PJM,Natural Gas,41498.0,41498.0,41498.0,41498.0
2024-09-17T09,PJM,Nuclear,31350.0,31350.0,31350.0,31350.0
2024-09-17T09,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-17T09,PJM,Wind,1461.0,1461.0,1461.0,1461.0
2024-09-17T10,MISO,Coal,16830.0,16830.0,16830.0,16830.0
2024-09-17T10,MISO,Hydro,293.0,293.0,293.0,293.0
2024-09-17T10,MISO,Natural Gas,22942.0,22942.0,22942.0,22942.0
2024-09-17T10,MISO,Nuclear,11468.0,11468.0,11468.0,11468.0
2024-09-17T10,MISO,Solar,39.0,39.0,39.0,39.0
2024-09-17T10,MISO,Wind,11896.0,11896.0,11896.0,11896.0
2024-09-17T10,PJM,Coal,9448.0,9448.0,9448.0,9448.0
