date,region,fuel_type,type_name,total_generation,units
2024-10-02T21,MISO,COL,Coal,19031.0,megawatthours
2024-10-02T21,MISO,NG,Natural Gas,23762.0,megawatthours
2024-10-02T21,MISO,NUC,Nuclear,10078.0,megawatthours
2024-10-02T21,MISO,SUN,Solar,7470.0,megawatthours
2024-10-02T21,MISO,WAT,Hydro,566.0,megawatthours
2024-10-02T21,MISO,WND,Wind,16332.0,megawatthours
2024-10-02T21,PJM,COL,Coal,9293.0,megawatthours
2024-10-02T21,PJM,NG,Natural Gas,43129.0,megawatthours
2024-10-02T21,PJM,NUC,Nuclear,31304.0,megawatthours
2024-10-02T21,PJM,SUN,Solar,3226.0,megawatthours
2024-10-02T21,PJM,WAT,Hydro,2790.0,megawatthours
2024-10-02T21,PJM,WND,Wind,971.0,megawatthours
2024-10-02T20,MISO,COL,Coal,18903.0,megawatthours
2024-10-02T20,MISO,NG,Natural Gas,23150.0,megawatthours
2024-10-02T20,MISO,NUC,Nuclear,10078.0,megawatthours
2024-10-02T20,MISO,SUN,Solar,7441.0,megawatthours
2024-10-02T20,MISO,WAT,Hydro,468.0,megawatthours
2024-10-02T20,MISO,WND,Wind,16409.0,megawatthours
2024-10-02T20,PJM,COL,Coal,9632.0,megawatthours
2024-10-02T20,PJM,NG,Natural Gas,41476.0,megawatthours
2024-10-02T20,PJM,NUC,Nuclear,31288.0,megawatthours
2024-10-02T20,PJM,SUN,Solar,3899.0,megawatthours
2024-10-02T20,PJM,WAT,Hydro,2228.0,megawatthours
2024-10-02T20,PJM,WND,Wind,1251.0,megawatthours
2024-10-02T19,MISO,COL,Coal,18365.0,megawatthours
2024-10-02T19,MISO,NG,Natural Gas,22551.0,megawatthours
2024-10-02T19,MISO,NUC,Nuclear,10080.0,megawatthours
2024-10-02T19,MISO,SUN,Solar,7443.0,megawatthours
2024-10-02T19,MISO,WAT,Hydro,425.0,megawatthours
2024-10-02T19,MISO,WND,Wind,16339.0,megawatthours
2024-10-02T19,PJM,COL,Coal,9187.0,megawatthours
2024-10-02T19,PJM,NG,Natural Gas,41551.0,megawatthours
2024-10-02T19,PJM,NUC,Nuclear,31296.0,megawatthours
2024-10-02T19,PJM,SUN,Solar,4405.0,megawatthours
2024-10-02T19,PJM,WAT,Hydro,1598.0,megawatthours
2024-10-02T19,PJM,WND,Wind,910.0,megawatthours
2024-10-02T18,MISO,COL,Coal,17292.0,megawatthours
2024-10-02T18,MISO,NG,Natural Gas,21935.0,megawatthours
2024-10-02T18,MISO,NUC,Nuclear,10084.0,megawatthours
2024-10-02T18,MISO,SUN,Solar,7569.0,megawatthours
2024-10-02T18,MISO,WAT,Hydro,423.0,megawatthours
2024-10-02T18,MISO,WND,Wind,16189.0,megawatthours
2024-10-02T18,PJM,COL,Coal,9346.0,megawatthours
2024-10-02T18,PJM,NG,Natural Gas,40737.0,megawatthours
2024-10-02T18,PJM,NUC,Nuclear,31304.0,megawatthours
2024-10-02T18,PJM,SUN,Solar,4471.0,megawatthours
2024-10-02T18,PJM,WAT,Hydro,1060.0,megawatthours
2024-10-02T18,PJM,WND,Wind,622.0,megawatthours
2024-10-02T17,MISO,COL,Coal,16057.0,megawatthours
2024-10-02T17,MISO,NG,Natural Gas,21089.0,megawatthours
2024-10-02T17,MISO,NUC,Nuclear,10089.0,megawatthours
2024-10-02T17,MISO,SUN,Solar,7685.0,megawatthours
2024-10-02T17,MISO,WAT,Hydro,425.0,megawatthours
2024-10-02T17,MISO,WND,Wind,15730.0,megawatthours
2024-10-02T17,PJM,COL,Coal,9417.0,megawatthours
2024-10-02T17,PJM,NG,Natural Gas,39690.0,megawatthours
2024-10-02T17,PJM,NUC,Nuclear,31322.0,megawatthours
2024-10-02T17,PJM,SUN,Solar,4596.0,megawatthours
2024-10-02T17,PJM,WAT,Hydro,744.0,megawatthours
2024-10-02T17,PJM,WND,Wind,486.0,megawatthours
2024-10-02T16,MISO,COL,Coal,15241.0,megawatthours
2024-10-02T16,MISO,NG,Natural Gas,20607.0,megawatthours
2024-10-02T16,MISO,NUC,Nuclear,10097.0,megawatthours
2024-10-02T16,MISO,SUN,Solar,7798.0,megawatthours
2024-10-02T16,MISO,WAT,Hydro,431.0,megawatthours
2024-10-02T16,MISO,WND,Wind,15159.0,megawatthours
2024-10-02T16,PJM,COL,Coal,9154.0,megawatthours
2024-10-02T16,PJM,NG,Natural Gas,39972.0,megawatthours
2024-10-02T16,PJM,NUC,Nuclear,31316.0,megawatthours
2024-10-02T16,PJM,SUN,Solar,4449.0,megawatthours
2024-10-02T16,PJM,WAT,Hydro,722.0,megawatthours
2024-10-02T16,PJM,WND,Wind,339.0,megawatthours
2024-10-02T15,MISO,COL,Coal,15661.0,megawatthours
2024-10-02T15,MISO,NG,Natural Gas,20035.0,megawatthours
2024-10-02T15,MISO,NUC,Nuclear,10106.0,megawatthours
2024-10-02T15,MISO,SUN,Solar,7462.0,megawatthours
2024-10-02T15,MISO,WAT,Hydro,434.0,megawatthours
2024-10-02T15,MISO,WND,Wind,14294.0,megawatthours
2024-10-02T15,PJM,COL,Coal,8992.0,megawatthours
2024-10-02T15,PJM,NG,Natural Gas,39362.0,megawatthours
2024-10-02T15,PJM,NUC,Nuclear,31325.0,megawatthours
2024-10-02T15,PJM,SUN,Solar,3914.0,megawatthours
2024-10-02T15,PJM,WAT,Hydro,709.0,megawatthours
2024-10-02T15,PJM,WND,Wind,312.0,megawatthours
2024-10-02T14,MISO,COL,Coal,16990.0,megawatthours
2024-10-02T14,MISO,NG,Natural Gas,19901.0,megawatthours
2024-10-02T14,MISO,NUC,Nuclear,10114.0,megawatthours
2024-10-02T14,MISO,SUN,Solar,4781.0,megawatthours
2024-10-02T14,MISO,WAT,Hydro,431.0,megawatthours
2024-10-02T14,MISO,WND,Wind,14819.0,megawatthours
2024-10-02T14,PJM,COL,Coal,8953.0,megawatthours
2024-10-02T14,PJM,NG,Natural Gas,38983.0,megawatthours
2024-10-02T14,PJM,NUC,Nuclear,31334.0,megawatthours
2024-10-02T14,PJM,SUN,Solar,3772.0,megawatthours
2024-10-02T14,PJM,WAT,Hydro,726.0,megawatthours
2024-10-02T14,PJM,WND,Wind,231.0,megawatthours
2024-10-02T13,MISO,COL,Coal,18814.0,megawatthours
2024-10-02T13,MISO,NG,Natural Gas,21010.0,megawatthours
2024-10-02T13,MISO,NUC,Nuclear,10116.0,megawatthours
2024-10-02T13,MISO,SUN,Solar,790.0,megawatthours
2024-10-02T13,MISO,WAT,Hydro,437.0,megawatthours
2024-10-02T13,MISO,WND,Wind,14787.0,megawatthours
2024-10-02T13,PJM,COL,Coal,9034.0,megawatthours
2024-10-02T13,PJM,NG,Natural Gas,37978.0,megawatthours
2024-10-02T13,PJM,NUC,Nuclear,31332.0,megawatthours
2024-10-02T13,PJM,SUN,Solar,3176.0,megawatthours
2024-10-02T13,PJM,WAT,Hydro,1093.0,megawatthours
2024-10-02T13,PJM,WND,Wind,259.0,megawatthours
2024-10-02T12,MISO,COL,Coal,17651.0,megawatthours
2024-10-02T12,MISO,NG,Natural Gas,21280.0,megawatthours
2024-10-02T12,MISO,NUC,Nuclear,10114.0,megawatthours
2024-10-02T12,MISO,WAT,Hydro,437.0,megawatthours
2024-10-02T12,MISO,WND,Wind,14166.0,megawatthours
2024-10-02T12,PJM,COL,Coal,9391.0,megawatthours
2024-10-02T12,PJM,NG,Natural Gas,39936.0,megawatthours
2024-10-02T12,PJM,NUC,Nuclear,31352.0,megawatthours
2024-10-02T12,PJM,SUN,Solar,1264.0,megawatthours
2024-10-02T12,PJM,WAT,Hydro,1477.0,megawatthours
2024-10-02T12,PJM,WND,Wind,296.0,megawatthours
2024-10-02T11,MISO,COL,Coal,14863.0,megawatthours
2024-10-02T11,MISO,NG,Natural Gas,20130.0,megawatthours
2024-10-02T11,MISO,NUC,Nuclear,10110.0,megawatthours
2024-10-02T11,MISO,SUN,Solar,19.0,megawatthours
2024-10-02T11,MISO,WAT,Hydro,439.0,megawatthours
2024-10-02T11,MISO,WND,Wind,13661.0,megawatthours
2024-10-02T11,PJM,COL,Coal,9086.0,megawatthours
2024-10-02T11,PJM,NG,Natural Gas,39390.0,megawatthours
2024-10-02T11,PJM,NUC,Nuclear,31369.0,megawatthours
2024-10-02T11,PJM,SUN,Solar,45.0,megawatthours
2024-10-02T11,PJM,WAT,Hydro,1689.0,megawatthours
2024-10-02T11,PJM,WND,Wind,288.0,megawatthours
2024-10-02T10,MISO,COL,Coal,12654.0,megawatthours
2024-10-02T10,MISO,NG,Natural Gas,18639.0,megawatthours
2024-10-02T10,MISO,NUC,Nuclear,10109.0,megawatthours
2024-10-02T10,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T10,MISO,WAT,Hydro,439.0,megawatthours
2024-10-02T10,MISO,WND,Wind,13709.0,megawatthours
2024-10-02T10,PJM,COL,Coal,8339.0,megawatthours
2024-10-02T10,PJM,NG,Natural Gas,37272.0,megawatthours
2024-10-02T10,PJM,NUC,Nuclear,31372.0,megawatthours
2024-10-02T10,PJM,WAT,Hydro,1343.0,megawatthours
2024-10-02T10,PJM,WND,Wind,349.0,megawatthours
2024-10-02T09,MISO,COL,Coal,12191.0,megawatthours
2024-10-02T09,MISO,NG,Natural Gas,18803.0,megawatthours
2024-10-02T09,MISO,NUC,Nuclear,10104.0,megawatthours
2024-10-02T09,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T09,MISO,WAT,Hydro,438.0,megawatthours
2024-10-02T09,MISO,WND,Wind,13153.0,megawatthours
2024-10-02T09,PJM,COL,Coal,8286.0,megawatthours
2024-10-02T09,PJM,NG,Natural Gas,33888.0,megawatthours
2024-10-02T09,PJM,NUC,Nuclear,31352.0,megawatthours
2024-10-02T09,PJM,SUN,Solar,19.0,megawatthours
2024-10-02T09,PJM,WAT,Hydro,575.0,megawatthours
2024-10-02T09,PJM,WND,Wind,504.0,megawatthours
2024-10-02T08,MISO,COL,Coal,12524.0,megawatthours
2024-10-02T08,MISO,NG,Natural Gas,19292.0,megawatthours
2024-10-02T08,MISO,NUC,Nuclear,10102.0,megawatthours
2024-10-02T08,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T08,MISO,WAT,Hydro,437.0,megawatthours
2024-10-02T08,MISO,WND,Wind,12067.0,megawatthours
2024-10-02T08,PJM,COL,Coal,8034.0,megawatthours
2024-10-02T08,PJM,NG,Natural Gas,32200.0,megawatthours
2024-10-02T08,PJM,NUC,Nuclear,31360.0,megawatthours
2024-10-02T08,PJM,SUN,Solar,19.0,megawatthours
2024-10-02T08,PJM,WAT,Hydro,392.0,megawatthours
2024-10-02T08,PJM,WND,Wind,742.0,megawatthours
2024-10-02T07,MISO,COL,Coal,14147.0,megawatthours
2024-10-02T07,MISO,NG,Natural Gas,19602.0,megawatthours
2024-10-02T07,MISO,NUC,Nuclear,10099.0,megawatthours
2024-10-02T07,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T07,MISO,WAT,Hydro,437.0,megawatthours
2024-10-02T07,MISO,WND,Wind,11349.0,megawatthours
2024-10-02T07,PJM,COL,Coal,8002.0,megawatthours
2024-10-02T07,PJM,NG,Natural Gas,32118.0,megawatthours
2024-10-02T07,PJM,NUC,Nuclear,31354.0,megawatthours
2024-10-02T07,PJM,SUN,Solar,19.0,megawatthours
2024-10-02T07,PJM,WAT,Hydro,391.0,megawatthours
2024-10-02T07,PJM,WND,Wind,874.0,megawatthours
2024-10-02T06,MISO,COL,Coal,16383.0,megawatthours
2024-10-02T06,MISO,NG,Natural Gas,20714.0,megawatthours
2024-10-02T06,MISO,NUC,Nuclear,10098.0,megawatthours
2024-10-02T06,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T06,MISO,WAT,Hydro,436.0,megawatthours
2024-10-02T06,MISO,WND,Wind,10960.0,megawatthours
2024-10-02T06,PJM,COL,Coal,7994.0,megawatthours
2024-10-02T06,PJM,NG,Natural Gas,33220.0,megawatthours
2024-10-02T06,PJM,NUC,Nuclear,31364.0,megawatthours
2024-10-02T06,PJM,SUN,Solar,19.0,megawatthours
2024-10-02T06,PJM,WAT,Hydro,388.0,megawatthours
2024-10-02T06,PJM,WND,Wind,1233.0,megawatthours
2024-10-02T05,MISO,COL,Coal,18406.0,megawatthours
2024-10-02T05,MISO,NG,Natural Gas,22497.0,megawatthours
2024-10-02T05,MISO,NUC,Nuclear,10095.0,megawatthours
2024-10-02T05,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T05,MISO,WAT,Hydro,435.0,megawatthours
2024-10-02T05,MISO,WND,Wind,10146.0,megawatthours
2024-10-02T05,PJM,COL,Coal,8252.0,megawatthours
2024-10-02T05,PJM,NG,Natural Gas,33297.0,megawatthours
2024-10-02T05,PJM,NUC,Nuclear,31375.0,megawatthours
2024-10-02T05,PJM,SUN,Solar,19.0,megawatthours
2024-10-02T05,PJM,WAT,Hydro,546.0,megawatthours
2024-10-02T05,PJM,WND,Wind,1471.0,megawatthours
2024-10-02T04,MISO,COL,Coal,20768.0,megawatthours
2024-10-02T04,MISO,NG,Natural Gas,25148.0,megawatthours
2024-10-02T04,MISO,NUC,Nuclear,10092.0,megawatthours
2024-10-02T04,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T04,MISO,WAT,Hydro,440.0,megawatthours
2024-10-02T04,MISO,WND,Wind,9159.0,megawatthours
2024-10-02T04,PJM,COL,Coal,9477.0,megawatthours
2024-10-02T04,PJM,NG,Natural Gas,36112.0,megawatthours
2024-10-02T04,PJM,NUC,Nuclear,31339.0,megawatthours
2024-10-02T04,PJM,SUN,Solar,19.0,megawatthours
2024-10-02T04,PJM,WAT,Hydro,651.0,megawatthours
2024-10-02T04,PJM,WND,Wind,1000.0,megawatthours
2024-10-02T03,MISO,COL,Coal,22168.0,megawatthours
2024-10-02T03,MISO,NG,Natural Gas,28583.0,megawatthours
2024-10-02T03,MISO,NUC,Nuclear,10088.0,megawatthours
2024-10-02T03,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T03,MISO,WAT,Hydro,490.0,megawatthours
2024-10-02T03,MISO,WND,Wind,7989.0,megawatthours
2024-10-02T03,PJM,COL,Coal,9378.0,megawatthours
2024-10-02T03,PJM,NG,Natural Gas,36978.0,megawatthours
2024-10-02T03,PJM,NUC,Nuclear,31348.0,megawatthours
2024-10-02T03,PJM,WAT,Hydro,686.0,megawatthours
2024-10-02T03,PJM,WND,Wind,2294.0,megawatthours
2024-10-02T02,MISO,COL,Coal,22951.0,megawatthours
2024-10-02T02,MISO,NG,Natural Gas,31938.0,megawatthours
2024-10-02T02,MISO,NUC,Nuclear,10082.0,megawatthours
2024-10-02T02,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T02,MISO,WAT,Hydro,809.0,megawatthours
2024-10-02T02,MISO,WND,Wind,6594.0,megawatthours
2024-10-02T02,PJM,COL,Coal,10286.0,megawatthours
2024-10-02T02,PJM,NG,Natural Gas,37803.0,megawatthours
2024-10-02T02,PJM,NUC,Nuclear,31320.0,megawatthours
2024-10-02T02,PJM,WAT,Hydro,711.0,megawatthours
2024-10-02T02,PJM,WND,Wind,2799.0,megawatthours
2024-10-02T01,MISO,COL,Coal,23508.0,megawatthours
2024-10-02T01,MISO,NG,Natural Gas,34788.0,megawatthours
2024-10-02T01,MISO,NUC,Nuclear,10078.0,megawatthours
2024-10-02T01,MISO,SUN,Solar,39.0,megawatthours
2024-10-02T01,MISO,WAT,Hydro,1665.0,megawatthours
2024-10-02T01,MISO,WND,Wind,5610.0,megawatthours
2024-10-02T01,PJM,COL,Coal,10712.0,megawatthours
2024-10-02T01,PJM,NG,Natural Gas,41316.0,megawatthours
2024-10-02T01,PJM,NUC,Nuclear,31204.0,megawatthours
2024-10-02T01,PJM,WAT,Hydro,1472.0,megawatthours
2024-10-02T01,PJM,WND,Wind,3426.0,megawatthours
2024-10-02T00,MISO,COL,Coal,23281.0,megawatthours
2024-10-02T00,MISO,NG,Natural Gas,35449.0,megawatthours
2024-10-02T00,MISO,NUC,Nuclear,10072.0,megawatthours
2024-10-02T00,MISO,SUN,Solar,424.0,megawatthours
2024-10-02T00,MISO,WAT,Hydro,2141.0,megawatthours
2024-10-02T00,MISO,WND,Wind,5322.0,megawatthours
2024-10-02T00,PJM,COL,Coal,10750.0,megawatthours
2024-10-02T00,PJM,NG,Natural Gas,42922.0,megawatthours
2024-10-02T00,PJM,NUC,Nuclear,31127.0,megawatthours
2024-10-02T00,PJM,WAT,Hydro,2625.0,megawatthours
2024-10-02T00,PJM,WND,Wind,3454.0,megawatthours
2024-10-01T23,MISO,COL,Coal,21940.0,megawatthours
2024-10-01T23,MISO,NG,Natural Gas,32969.0,megawatthours
2024-10-01T23,MISO,NUC,Nuclear,10065.0,megawatthours
2024-10-01T23,MISO,SUN,Solar,3201.0,megawatthours
2024-10-01T23,MISO,WAT,Hydro,2130.0,megawatthours
2024-10-01T23,MISO,WND,Wind,7306.0,megawatthours
2024-10-01T23,PJM,COL,Coal,10585.0,megawatthours
2024-10-01T23,PJM,NG,Natural Gas,44342.0,megawatthours
2024-10-01T23,PJM,NUC,Nuclear,31134.0,megawatthours
2024-10-01T23,PJM,SUN,Solar,21.0,megawatthours
2024-10-01T23,PJM,WAT,Hydro,2834.0,megawatthours
2024-10-01T23,PJM,WND,Wind,3322.0,megawatthours
2024-10-01T22,MISO,COL,Coal,21362.0,megawatthours
2024-10-01T22,MISO,NG,Natural Gas,31261.0,megawatthours
2024-10-01T22,MISO,NUC,Nuclear,10057.0,megawatthours
2024-10-01T22,MISO,SUN,Solar,5413.0,megawatthours
2024-10-01T22,MISO,WAT,Hydro,1576.0,megawatthours
2024-10-01T22,MISO,WND,Wind,9176.0,megawatthours
2024-10-01T22,PJM,COL,Coal,10119.0,megawatthours
2024-10-01T22,PJM,NG,Natural Gas,43561.0,megawatthours
2024-10-01T22,PJM,NUC,Nuclear,31126.0,megawatthours
2024-10-01T22,PJM,SUN,Solar,495.0,megawatthours
2024-10-01T22,PJM,WAT,Hydro,2895.0,megawatthours
2024-10-01T22,PJM,WND,Wind,4011.0,megawatthours
2024-10-01T21,MISO,COL,Coal,20850.0,megawatthours
2024-10-01T21,MISO,NG,Natural Gas,29972.0,megawatthours
2024-10-01T21,MISO,NUC,Nuclear,10059.0,megawatthours
2024-10-01T21,MISO,SUN,Solar,5861.0,megawatthours
2024-10-01T21,MISO,WAT,Hydro,726.0,megawatthours
2024-10-01T21,MISO,WND,Wind,11289.0,megawatthours
2024-10-01T21,PJM,COL,Coal,9539.0,megawatthours
2024-10-01T21,PJM,NG,Natural Gas,42814.0,megawatthours
2024-10-01T21,PJM,NUC,Nuclear,31088.0,megawatthours
2024-10-01T21,PJM,SUN,Solar,1097.0,megawatthours
2024-10-01T21,PJM,WAT,Hydro,2913.0,megawatthours
2024-10-01T21,PJM,WND,Wind,4459.0,megawatthours
2024-10-01T20,MISO,COL,Coal,20314.0,megawatthours
2024-10-01T20,MISO,NG,Natural Gas,28283.0,megawatthours
2024-10-01T20,MISO,NUC,Nuclear,10060.0,megawatthours
2024-10-01T20,MISO,SUN,Solar,5858.0,megawatthours
2024-10-01T20,MISO,WAT,Hydro,593.0,megawatthours
2024-10-01T20,MISO,WND,Wind,13153.0,megawatthours
2024-10-01T20,PJM,COL,Coal,9930.0,megawatthours
2024-10-01T20,PJM,NG,Natural Gas,42086.0,megawatthours
2024-10-01T20,PJM,NUC,Nuclear,30997.0,megawatthours
2024-10-01T20,PJM,SUN,Solar,1640.0,megawatthours
2024-10-01T20,PJM,WAT,Hydro,2546.0,megawatthours
2024-10-01T20,PJM,WND,Wind,4636.0,megawatthours
2024-10-01T19,MISO,COL,Coal,19438.0,megawatthours
2024-10-01T19,MISO,NG,Natural Gas,27461.0,megawatthours
2024-10-01T19,MISO,NUC,Nuclear,10062.0,megawatthours
2024-10-01T19,MISO,SUN,Solar,5673.0,megawatthours
2024-10-01T19,MISO,WAT,Hydro,605.0,megawatthours
2024-10-01T19,MISO,WND,Wind,14923.0,megawatthours
2024-10-01T19,PJM,COL,Coal,9760.0,megawatthours
2024-10-01T19,PJM,NG,Natural Gas,42399.0,megawatthours
2024-10-01T19,PJM,NUC,Nuclear,30928.0,megawatthours
2024-10-01T19,PJM,SUN,Solar,2051.0,megawatthours
2024-10-01T19,PJM,WAT,Hydro,2078.0,megawatthours
2024-10-01T19,PJM,WND,Wind,4283.0,megawatthours
2024-10-01T18,MISO,COL,Coal,18260.0,megawatthours
2024-10-01T18,MISO,NG,Natural Gas,25340.0,megawatthours
2024-10-01T18,MISO,NUC,Nuclear,10064.0,megawatthours
2024-10-01T18,MISO,SUN,Solar,6061.0,megawatthours
2024-10-01T18,MISO,WAT,Hydro,603.0,megawatthours
2024-10-01T18,MISO,WND,Wind,16103.0,megawatthours
2024-10-01T18,PJM,COL,Coal,9205.0,megawatthours
2024-10-01T18,PJM,NG,Natural Gas,41497.0,megawatthours
2024-10-01T18,PJM,NUC,Nuclear,30924.0,megawatthours
2024-10-01T18,PJM,SUN,Solar,2409.0,megawatthours
2024-10-01T18,PJM,WAT,Hydro,1716.0,megawatthours
2024-10-01T18,PJM,WND,Wind,4308.0,megawatthours
2024-10-01T17,MISO,COL,Coal,18892.0,megawatthours
2024-10-01T17,MISO,NG,Natural Gas,23882.0,megawatthours
2024-10-01T17,MISO,NUC,Nuclear,10069.0,megawatthours
2024-10-01T17,MISO,SUN,Solar,6348.0,megawatthours
2024-10-01T17,MISO,WAT,Hydro,600.0,megawatthours
2024-10-01T17,MISO,WND,Wind,14224.0,megawatthours
2024-10-01T17,PJM,COL,Coal,9418.0,megawatthours
2024-10-01T17,PJM,NG,Natural Gas,40900.0,megawatthours
2024-10-01T17,PJM,NUC,Nuclear,30939.0,megawatthours
2024-10-01T17,PJM,SUN,Solar,2402.0,megawatthours
2024-10-01T17,PJM,WAT,Hydro,1448.0,megawatthours
2024-10-01T17,PJM,WND,Wind,4290.0,megawatthours
2024-10-01T16,MISO,COL,Coal,20729.0,megawatthours
2024-10-01T16,MISO,NG,Natural Gas,23894.0,megawatthours
2024-10-01T16,MISO,NUC,Nuclear,10072.0,megawatthours
2024-10-01T16,MISO,SUN,Solar,6390.0,megawatthours
2024-10-01T16,MISO,WAT,Hydro,519.0,megawatthours
2024-10-01T16,MISO,WND,Wind,10802.0,megawatthours
2024-10-01T16,PJM,COL,Coal,9470.0,megawatthours
2024-10-01T16,PJM,NG,Natural Gas,39920.0,megawatthours
2024-10-01T16,PJM,NUC,Nuclear,30939.0,megawatthours
2024-10-01T16,PJM,SUN,Solar,2336.0,megawatthours
2024-10-01T16,PJM,WAT,Hydro,1187.0,megawatthours
2024-10-01T16,PJM,WND,Wind,4292.0,megawatthours
2024-10-01T15,MISO,COL,Coal,20851.0,megawatthours
2024-10-01T15,MISO,NG,Natural Gas,24174.0,megawatthours
2024-10-01T15,MISO,NUC,Nuclear,10076.0,megawatthours
2024-10-01T15,MISO,SUN,Solar,5430.0,megawatthours
2024-10-01T15,MISO,WAT,Hydro,512.0,megawatthours
2024-10-01T15,MISO,WND,Wind,9685.0,megawatthours
2024-10-01T15,PJM,COL,Coal,9547.0,megawatthours
2024-10-01T15,PJM,NG,Natural Gas,39560.0,megawatthours
2024-10-01T15,PJM,NUC,Nuclear,30938.0,megawatthours
2024-10-01T15,PJM,SUN,Solar,1910.0,megawatthours
2024-10-01T15,PJM,WAT,Hydro,921.0,megawatthours
2024-10-01T15,PJM,WND,Wind,4560.0,megawatthours
2024-10-01T14,MISO,COL,Coal,19699.0,megawatthours
2024-10-01T14,MISO,NG,Natural Gas,23941.0,megawatthours
2024-10-01T14,MISO,NUC,Nuclear,10082.0,megawatthours
2024-10-01T14,MISO,SUN,Solar,3045.0,megawatthours
2024-10-01T14,MISO,WAT,Hydro,509.0,megawatthours
2024-10-01T14,MISO,WND,Wind,12400.0,megawatthours
2024-10-01T14,PJM,COL,Coal,9650.0,megawatthours
2024-10-01T14,PJM,NG,Natural Gas,40233.0,megawatthours
2024-10-01T14,PJM,NUC,Nuclear,30984.0,megawatthours
2024-10-01T14,PJM,SUN,Solar,1274.0,megawatthours
2024-10-01T14,PJM,WAT,Hydro,877.0,megawatthours
2024-10-01T14,PJM,WND,Wind,3962.0,megawatthours
2024-10-01T13,MISO,COL,Coal,19774.0,megawatthours
2024-10-01T13,MISO,NG,Natural Gas,23792.0,megawatthours
2024-10-01T13,MISO,NUC,Nuclear,10084.0,megawatthours
2024-10-01T13,MISO,SUN,Solar,466.0,megawatthours
2024-10-01T13,MISO,WAT,Hydro,504.0,megawatthours
2024-10-01T13,MISO,WND,Wind,14146.0,megawatthours
2024-10-01T13,PJM,COL,Coal,9684.0,megawatthours
2024-10-01T13,PJM,NG,Natural Gas,40313.0,megawatthours
2024-10-01T13,PJM,NUC,Nuclear,31151.0,megawatthours
2024-10-01T13,PJM,SUN,Solar,714.0,megawatthours
2024-10-01T13,PJM,WAT,Hydro,936.0,megawatthours
2024-10-01T13,PJM,WND,Wind,4084.0,megawatthours
2024-10-01T12,MISO,COL,Coal,18569.0,megawatthours
2024-10-01T12,MISO,NG,Natural Gas,23595.0,megawatthours
2024-10-01T12,MISO,NUC,Nuclear,10080.0,megawatthours
2024-10-01T12,MISO,SUN,Solar,1.0,megawatthours
2024-10-01T12,MISO,WAT,Hydro,445.0,megawatthours
2024-10-01T12,MISO,WND,Wind,14229.0,megawatthours
2024-10-01T12,PJM,COL,Coal,9200.0,megawatthours
2024-10-01T12,PJM,NG,Natural Gas,40073.0,megawatthours
2024-10-01T12,PJM,NUC,Nuclear,31294.0,megawatthours
2024-10-01T12,PJM,SUN,Solar,193.0,megawatthours
2024-10-01T12,PJM,WAT,Hydro,1337.0,megawatthours
2024-10-01T12,PJM,WND,Wind,3928.0,megawatthours
2024-10-01T11,MISO,COL,Coal,16179.0,megawatthours
2024-10-01T11,MISO,NG,Natural Gas,21764.0,megawatthours
2024-10-01T11,MISO,NUC,Nuclear,10071.0,megawatthours
2024-10-01T11,MISO,SUN,Solar,0.0,megawatthours
2024-10-01T11,MISO,WAT,Hydro,460.0,megawatthours
2024-10-01T11,MISO,WND,Wind,14184.0,megawatthours
2024-10-01T11,PJM,COL,Coal,8747.0,megawatthours
2024-10-01T11,PJM,NG,Natural Gas,39603.0,megawatthours
2024-10-01T11,PJM,NUC,Nuclear,31271.0,megawatthours
2024-10-01T11,PJM,SUN,Solar,21.0,megawatthours
2024-10-01T11,PJM,WAT,Hydro,1867.0,megawatthours
2024-10-01T11,PJM,WND,Wind,3391.0,megawatthours
2024-10-01T10,MISO,COL,Coal,15309.0,megawatthours
2024-10-01T10,MISO,NG,Natural Gas,19618.0,megawatthours
2024-10-01T10,MISO,NUC,Nuclear,10070.0,megawatthours
2024-10-01T10,MISO,SUN,Solar,9.0,megawatthours
2024-10-01T10,MISO,WAT,Hydro,475.0,megawatthours
2024-10-01T10,MISO,WND,Wind,14483.0,megawatthours
2024-10-01T10,PJM,COL,Coal,8188.0,megawatthours
2024-10-01T10,PJM,NG,Natural Gas,37419.0,megawatthours
2024-10-01T10,PJM,NUC,Nuclear,31342.0,megawatthours
2024-10-01T10,PJM,SUN,Solar,19.0,megawatthours
2024-10-01T10,PJM,WAT,Hydro,1060.0,megawatthours
2024-10-01T10,PJM,WND,Wind,2832.0,megawatthours
2024-10-01T09,MISO,COL,Coal,14874.0,megawatthours
2024-10-01T09,MISO,NG,Natural Gas,18749.0,megawatthours
2024-10-01T09,MISO,NUC,Nuclear,10069.0,megawatthours
2024-10-01T09,MISO,SUN,Solar,52.0,megawatthours
2024-10-01T09,MISO,WAT,Hydro,477.0,megawatthours
2024-10-01T09,MISO,WND,Wind,14872.0,megawatthours
